Park Name,Category,Scientific Name,Common Names,Observations,T&E
Great Smoky Mountains National Park,Insect,Longitarsus testaceus,,,
Great Smoky Mountains National Park,Insect,Luperaltica fuscula,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Luperaltica nigripalpis,,,
Great Smoky Mountains National Park,Insect,Lupraea picta,,,
Great Smoky Mountains National Park,Insect,Margaridisa atriventris,,,
Great Smoky Mountains National Park,Insect,Meibomeus musculus,,,
Great Smoky Mountains National Park,Insect,Microrhopala excavata,,,
Great Smoky Mountains National Park,Insect,Microrhopala xerene,,,
Great Smoky Mountains National Park,Insect,Microtheca ochroloma,Yellowmargined Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Monomacra iris,,,
Great Smoky Mountains National Park,Insect,Neochlamisus eubati,,,
Great Smoky Mountains National Park,Insect,Neochlamisus gibbosus,,,
Great Smoky Mountains National Park,Insect,Neolema cordata,,,
Great Smoky Mountains National Park,Insect,Neolema sexpunctata,,,
Great Smoky Mountains National Park,Insect,Odontota dorsalis,Locust Leafminer,9,
Great Smoky Mountains National Park,Insect,Odontota mundula,,,
Great Smoky Mountains National Park,Insect,Odontota scapularis,,,
Great Smoky Mountains National Park,Insect,Ophraella americana,,,
Great Smoky Mountains National Park,Insect,Ophraella cribrata,,,
Great Smoky Mountains National Park,Insect,Orthaltica copalina,,,
Great Smoky Mountains National Park,Insect,Oulema maculicollis,,,
Great Smoky Mountains National Park,Insect,Oulema melanopus,Cereal Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Oulema palustris,,,
Great Smoky Mountains National Park,Insect,Oulema sayi,,,
Great Smoky Mountains National Park,Insect,Pachybrachis cephalicus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis hepaticus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis luctuosus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis luridus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis m-nigrum,,,
Great Smoky Mountains National Park,Insect,Pachybrachis obsoletus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis parvus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis pectoralis,,,
Great Smoky Mountains National Park,Insect,Pachybrachis relictus,,,
Great Smoky Mountains National Park,Insect,Pachybrachis spumarius,,,
Great Smoky Mountains National Park,Insect,Pachybrachis tridens,,,
Great Smoky Mountains National Park,Insect,Parchicola iris,,,
Great Smoky Mountains National Park,Insect,Parchicola tibialis,,,
Great Smoky Mountains National Park,Insect,Paria,,,
Great Smoky Mountains National Park,Insect,Paria canella,,,
Great Smoky Mountains National Park,Insect,Paria fragariae,Strawberry Rootworm,,
Great Smoky Mountains National Park,Insect,Paria quadriguttata,,,
Great Smoky Mountains National Park,Insect,Paria quadrina,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Paria quadrinotata,,,
Great Smoky Mountains National Park,Insect,Paria scutellaris,,,
Great Smoky Mountains National Park,Insect,Paria sellata,,,
Great Smoky Mountains National Park,Insect,Paria thoracica,,,
Great Smoky Mountains National Park,Insect,Phaedon,,,
Great Smoky Mountains National Park,Insect,Phratora,,,
Great Smoky Mountains National Park,Insect,Phratora americana,,,
Great Smoky Mountains National Park,Insect,Phratora americana americana,,,
Great Smoky Mountains National Park,Insect,Phyllecthris dorsalis,,,
Great Smoky Mountains National Park,Insect,Phyllobrotica limbata,,,
Great Smoky Mountains National Park,Insect,Phyllotreta,,,
Great Smoky Mountains National Park,Insect,Phyllotreta liebecki,Gilled Bolete,,
Great Smoky Mountains National Park,Insect,Phyllotreta striolata,Striped Flea Beetle,,
Great Smoky Mountains National Park,Insect,Phyllotreta zimmermanni,,,
Great Smoky Mountains National Park,Insect,Physonota helianthi,,,
Great Smoky Mountains National Park,Insect,Physonota unipunctata,,,
Great Smoky Mountains National Park,Insect,Plagiodera versicolora,Imported Willow Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Plagiometriona clavata,,,
Great Smoky Mountains National Park,Insect,Plagiometriona clavata clavata,,,
Great Smoky Mountains National Park,Insect,Plateumaris metallica,,,
Great Smoky Mountains National Park,Insect,Plateumaris rufa,,,
Great Smoky Mountains National Park,Insect,Prasocuris vittata,,,
Great Smoky Mountains National Park,Insect,Psylliodes appalachianus,Leaf Beetle,27,
Great Smoky Mountains National Park,Insect,Psylliodes napi,,,
Great Smoky Mountains National Park,Insect,Rhabdopterus,,4,
Great Smoky Mountains National Park,Insect,Rhabdopterus picipes,Cranberry Rootworm,,
Great Smoky Mountains National Park,Insect,Rhabdopterus praetextus,,,
Great Smoky Mountains National Park,Insect,Saxinus,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Scelolyperus bimarginatus,,,
Great Smoky Mountains National Park,Insect,Scelolyperus cyanellus,,,
Great Smoky Mountains National Park,Insect,Scelolyperus liriophilus,,,
Great Smoky Mountains National Park,Insect,Scelolyperus meracus,,,
Great Smoky Mountains National Park,Insect,Sennius,,,
Great Smoky Mountains National Park,Insect,Sennius abbreviatus,,,
Great Smoky Mountains National Park,Insect,Spintherophyta globosa,,,
Great Smoky Mountains National Park,Insect,Strabala rufa,,,
Great Smoky Mountains National Park,Insect,Strabala rufa rufa,,,
Great Smoky Mountains National Park,Insect,Stylantheus macrocerus,,,
Great Smoky Mountains National Park,Insect,Sumitrosis inaequalis,,19,
Great Smoky Mountains National Park,Insect,Sumitrosis rosea,,3,
Great Smoky Mountains National Park,Insect,Syneta extorris,,,
Great Smoky Mountains National Park,Insect,Syneta extorris extorris,,,
Great Smoky Mountains National Park,Insect,Syneta ferruginea,Rusty Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Systena blanda,Palestriped Flea Beetle,,
Great Smoky Mountains National Park,Insect,Systena elongata,Elongate Flea Beetle,,
Great Smoky Mountains National Park,Insect,Systena frontalis,Redheaded Flea Beetle,,
Great Smoky Mountains National Park,Insect,Systena hudsonias,,,
Great Smoky Mountains National Park,Insect,Systena marginalis,,,
Great Smoky Mountains National Park,Insect,Triachus cerinus,,,
Great Smoky Mountains National Park,Insect,Tricholochmaea rufosanguinea,,,
Great Smoky Mountains National Park,Insect,Trirhabda canadensis,,,
Great Smoky Mountains National Park,Insect,Trirhabda virgata,,,
Great Smoky Mountains National Park,Insect,Tymnes,,2,
Great Smoky Mountains National Park,Insect,Tymnes chrysis,,,
Great Smoky Mountains National Park,Insect,Tymnes tricolor,Three Color Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Typophorus nigritus,,,
Great Smoky Mountains National Park,Insect,Typophorus nigritus viridicyaneus,,,
Great Smoky Mountains National Park,Insect,Xanthonia,,,
Great Smoky Mountains National Park,Insect,Xanthonia decemnotata,Tenspotted Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Xanthonia monticola,,,
Great Smoky Mountains National Park,Insect,Xanthonia serrata,,,
Great Smoky Mountains National Park,Insect,Xanthonia stevensi,,,
Great Smoky Mountains National Park,Insect,Xanthonia striata,,,
Great Smoky Mountains National Park,Insect,Xanthonia villosula,,,
Great Smoky Mountains National Park,Insect,Zygogramma suturalis,,,
Great Smoky Mountains National Park,Insect,Ceracis,,9,
Great Smoky Mountains National Park,Insect,Ceracis pullulus,,,
Great Smoky Mountains National Park,Insect,Ceracis sallei,,4,
Great Smoky Mountains National Park,Insect,Ceracis singularis,,18,
Great Smoky Mountains National Park,Insect,Ceracis thoracicornis,,3,
Great Smoky Mountains National Park,Insect,Ceracis thoracicus,,,
Great Smoky Mountains National Park,Insect,Cis americanus,,,
Great Smoky Mountains National Park,Insect,Cis cornutus,Minute Tree-Fungus Beetle,,
Great Smoky Mountains National Park,Insect,Cis fuscipes,Minute Tree-Fungus Beetle,6,
Great Smoky Mountains National Park,Insect,Cis levettei,,,
Great Smoky Mountains National Park,Insect,Cis miles,,1,
Great Smoky Mountains National Park,Insect,Malacocis brevicollis,,,
Great Smoky Mountains National Park,Insect,Octotemnus laevis,,46,
Great Smoky Mountains National Park,Insect,Orthocis punctatus,,,
Great Smoky Mountains National Park,Insect,Plesiocis cribrum,,,
Great Smoky Mountains National Park,Insect,Rhopalodontus,,1,
Great Smoky Mountains National Park,Insect,Strigocis opalescens,,1,
Great Smoky Mountains National Park,Insect,Clambus,,1,
Great Smoky Mountains National Park,Insect,Clambus gibbulus,,,
Great Smoky Mountains National Park,Insect,Clambus vulneratus,,,
Great Smoky Mountains National Park,Insect,Chariessa pilosa,,,
Great Smoky Mountains National Park,Insect,Cymatodera,,,
Great Smoky Mountains National Park,Insect,Cymatodera bicolor,,1,
Great Smoky Mountains National Park,Insect,Cymatodera inornata,,,
Great Smoky Mountains National Park,Insect,Cymatodera undulata,,,
Great Smoky Mountains National Park,Insect,Enoclerus ichneumoneus,,,
Great Smoky Mountains National Park,Insect,Enoclerus muttkowskii,,,
Great Smoky Mountains National Park,Insect,Enoclerus nigripes,,,
Great Smoky Mountains National Park,Insect,Enoclerus quadriguttatus,,,
Great Smoky Mountains National Park,Insect,Enoclerus quadrisignatus,,,
Great Smoky Mountains National Park,Insect,Enoclerus rosmarus,,,
Great Smoky Mountains National Park,Insect,Isohydnocera curtipennis,,,
Great Smoky Mountains National Park,Insect,Isohydnocera tabida,,,
Great Smoky Mountains National Park,Insect,Madoniella dislocata,,,
Great Smoky Mountains National Park,Insect,Monophylla terminata,,,
Great Smoky Mountains National Park,Insect,Neorthopleura damicornis,,,
Great Smoky Mountains National Park,Insect,Pelonium leucophaeum,,,
Great Smoky Mountains National Park,Insect,Phyllobaenus pallipennis,,,
Great Smoky Mountains National Park,Insect,Phyllobaenus stupkai,,,
Great Smoky Mountains National Park,Insect,Phyllobaenus unifasciatus,,,
Great Smoky Mountains National Park,Insect,Phyllobaenus verticalis,,,
Great Smoky Mountains National Park,Insect,Placopterus thoracicus,,,
Great Smoky Mountains National Park,Insect,Priocera castanea,,,
Great Smoky Mountains National Park,Insect,Pyticeroides laticornis,,,
Great Smoky Mountains National Park,Insect,Thanasimus,,,
Great Smoky Mountains National Park,Insect,Thanasimus dubius,,,
Great Smoky Mountains National Park,Insect,Thanasimus trifasciatus,,,
Great Smoky Mountains National Park,Insect,Trichodes,,,
Great Smoky Mountains National Park,Insect,Trichodes apivorus,,,
Great Smoky Mountains National Park,Insect,Trichodes apivorus borealis,Beetle,,
Great Smoky Mountains National Park,Insect,Wolcottia pedalis,,,
Great Smoky Mountains National Park,Insect,Adalia bipunctata,Twospotted Lady Beetle,,
Great Smoky Mountains National Park,Insect,Anatis labiculata,Fifteenspotted Lady Beetle,,
Great Smoky Mountains National Park,Insect,Anatis quindecimpunctata,,,
Great Smoky Mountains National Park,Insect,Brachiacantha decempustulata,,,
Great Smoky Mountains National Park,Insect,Brachiacantha quadripunctata,,,
Great Smoky Mountains National Park,Insect,Brachiacantha quadripunctata quadripunctata,,,
Great Smoky Mountains National Park,Insect,Brachiacantha ursina,,,
Great Smoky Mountains National Park,Insect,Coccinella novemnotata,Ninespotted Lady Beetle,,
Great Smoky Mountains National Park,Insect,Coccinella septempunctata,Sevenspotted Lady Beetle,,
Great Smoky Mountains National Park,Insect,Coleomegilla maculata,,,
Great Smoky Mountains National Park,Insect,Coleomegilla maculata lengi,,,
Great Smoky Mountains National Park,Insect,Cycloneda munda,Immaculate Ladybird Beetle,,
Great Smoky Mountains National Park,Insect,Delphastus pusillus,,,
Great Smoky Mountains National Park,Insect,Didion punctatum,,,
Great Smoky Mountains National Park,Insect,Diomus terminatus,,,
Great Smoky Mountains National Park,Insect,Epilachna borealis,Squash Beetle,,
Great Smoky Mountains National Park,Insect,Epilachna varivestis,Mexican Bean Beetle,,
Great Smoky Mountains National Park,Insect,Harmonia axyridis,Multicolored Asian Lady Beetle,,
Great Smoky Mountains National Park,Insect,Hippodamia convergens,Convergent Lady Beetle,,
Great Smoky Mountains National Park,Insect,Hippodamia glacialis,,,
Great Smoky Mountains National Park,Insect,Hippodamia glacialis glacialis,,,
Great Smoky Mountains National Park,Insect,Hippodamia parenthesis,,,
Great Smoky Mountains National Park,Insect,Hyperaspis,,,
Great Smoky Mountains National Park,Insect,Hyperaspis bigeminata,,,
Great Smoky Mountains National Park,Insect,Hyperaspis binotata,,,
Great Smoky Mountains National Park,Insect,Hyperaspis deludens,,,
Great Smoky Mountains National Park,Insect,Hyperaspis pistillata,,,
Great Smoky Mountains National Park,Insect,Hyperaspis signata,,,
Great Smoky Mountains National Park,Insect,Hyperaspis undulata,,,
Great Smoky Mountains National Park,Insect,Microweisea misella,,,
Great Smoky Mountains National Park,Insect,Mulsantina hudsonica,,,
Great Smoky Mountains National Park,Insect,Mulsantina picta,,,
Great Smoky Mountains National Park,Insect,Myzia pullata,,,
Great Smoky Mountains National Park,Insect,Neoharmonia venusta venusta,,,
Great Smoky Mountains National Park,Insect,Nephus flavifrons,,,
Great Smoky Mountains National Park,Insect,Olla v-nigrum,,,
Great Smoky Mountains National Park,Insect,Psyllobora vigintimaculata,Twenty-Spotted Lady Beetle,,
Great Smoky Mountains National Park,Insect,Sasajiscymnus tsugae,,,
Great Smoky Mountains National Park,Insect,Scymnus,,,
Great Smoky Mountains National Park,Insect,Scymnus brullei,,,
Great Smoky Mountains National Park,Insect,Scymnus cervicalis,,,
Great Smoky Mountains National Park,Insect,Scymnus fraternus,,,
Great Smoky Mountains National Park,Insect,Scymnus iowensis,,,
Great Smoky Mountains National Park,Insect,Scymnus loewii,,,
Great Smoky Mountains National Park,Insect,Scymnus rubricaudus,,,
Great Smoky Mountains National Park,Insect,Stethorus utilis,,,
Great Smoky Mountains National Park,Insect,Zilus horni,,,
Great Smoky Mountains National Park,Insect,Clypastraea lunata,,,
Great Smoky Mountains National Park,Insect,Corylophodes marginicollis,Minute Fungus Beetle,,
Great Smoky Mountains National Park,Insect,Gloeosoma,,,
Great Smoky Mountains National Park,Insect,Holopsis marginicollis,,,
Great Smoky Mountains National Park,Insect,Molamba lunata,Minute Fungus Beetle,,
Great Smoky Mountains National Park,Insect,Orthoperus,,,
Great Smoky Mountains National Park,Insect,Sericoderus,,2,
Great Smoky Mountains National Park,Insect,Anchicera,Silken Fungus Beetle,,
Great Smoky Mountains National Park,Insect,Antherophagus ochraceus,,,
Great Smoky Mountains National Park,Insect,Atomaria,,26,
Great Smoky Mountains National Park,Insect,Atomaria parviceps,,,
Great Smoky Mountains National Park,Insect,Caenoscelis,,2,
Great Smoky Mountains National Park,Insect,Cryptophagus,,126,
Great Smoky Mountains National Park,Insect,Cryptophagus croceus,Silken Fungus Beetle,,
Great Smoky Mountains National Park,Insect,Cryptophagus histricus,,,
Great Smoky Mountains National Park,Insect,Henoticus,Silken Fungus Beetle,,
Great Smoky Mountains National Park,Insect,Henoticus serratus,,1,
Great Smoky Mountains National Park,Insect,Henotiderus hirtus,,,
Great Smoky Mountains National Park,Insect,Cucujus clavipes,Red Cucujid,1,
Great Smoky Mountains National Park,Insect,Cucujus clavipes clavipes,,,
Great Smoky Mountains National Park,Insect,Pediacus subglaber,,,
Great Smoky Mountains National Park,Insect,Cupes capitatus,Reticulated Beetle,3,
