Park Name,Category,Scientific Name,Common Names,Observations,T&E
Great Smoky Mountains National Park,Insect,Dolichopus slossonae,,,
Great Smoky Mountains National Park,Insect,Dolichopus virginiensis,,,
Great Smoky Mountains National Park,Insect,Enlinia,,1,
Great Smoky Mountains National Park,Insect,Gymnopternus,,6,
Great Smoky Mountains National Park,Insect,Gymnopternus albiceps,,2,
Great Smoky Mountains National Park,Insect,Gymnopternus barbatulus,,,
Great Smoky Mountains National Park,Insect,Gymnopternus campsicnemoides,,,
Great Smoky Mountains National Park,Insect,Gymnopternus crassicauda,,,
Great Smoky Mountains National Park,Insect,Gymnopternus difficilis,,3,
Great Smoky Mountains National Park,Insect,Gymnopternus flavus,,2,
Great Smoky Mountains National Park,Insect,Gymnopternus frequens,,,
Great Smoky Mountains National Park,Insect,Gymnopternus laevigatus,,,
Great Smoky Mountains National Park,Insect,Gymnopternus lunifer,,1,
Great Smoky Mountains National Park,Insect,Gymnopternus nigricomus,,,
Great Smoky Mountains National Park,Insect,Gymnopternus opacus,,,
Great Smoky Mountains National Park,Insect,Gymnopternus propriofacies,,1,
Great Smoky Mountains National Park,Insect,Gymnopternus spectabilis,,14,
Great Smoky Mountains National Park,Insect,Gymnopternus tennesseensis,,3,
Great Smoky Mountains National Park,Insect,Gymnopternus tibialis,,2,
Great Smoky Mountains National Park,Insect,Hercostomus,,,
Great Smoky Mountains National Park,Insect,Medetera,,4,
Great Smoky Mountains National Park,Insect,Medetera nova,,1,
Great Smoky Mountains National Park,Insect,Medetera vittata,,,
Great Smoky Mountains National Park,Insect,Micromorphus longilamellatus,,,
Great Smoky Mountains National Park,Insect,Nematoproctus,,,
Great Smoky Mountains National Park,Insect,Nepalomyia sombria,,2,
Great Smoky Mountains National Park,Insect,Neurigona carbonifer,,,
Great Smoky Mountains National Park,Insect,Neurigona deformis,,1,
Great Smoky Mountains National Park,Insect,Neurigona disjuncta,,,
Great Smoky Mountains National Park,Insect,Neurigona floridula,,2,
Great Smoky Mountains National Park,Insect,Neurigona tibialis,,1,
Great Smoky Mountains National Park,Insect,Paraclius,,,
Great Smoky Mountains National Park,Insect,Pelastoneurus neglectus,,,
Great Smoky Mountains National Park,Insect,Pelastoneurus ramosus,,,
Great Smoky Mountains National Park,Insect,Pelastoneurus vagans,,2,
Great Smoky Mountains National Park,Insect,Peloropeodes,,2,
Great Smoky Mountains National Park,Insect,Peloropeodes acuticornis,,2,
Great Smoky Mountains National Park,Insect,Peloropeodes brevis,,3,
Great Smoky Mountains National Park,Insect,Peloropeodes discolor,,1,
Great Smoky Mountains National Park,Insect,Rhaphium,,1,
Great Smoky Mountains National Park,Insect,Rhaphium armatum,,1,
Great Smoky Mountains National Park,Insect,Rhaphium signiferum,,1,
Great Smoky Mountains National Park,Insect,Rhaphium vockerothi,,,
Great Smoky Mountains National Park,Insect,Sciapus,,1,
Great Smoky Mountains National Park,Insect,Sciapus tener,,,
Great Smoky Mountains National Park,Insect,Sympycnus frontalis,,,
Great Smoky Mountains National Park,Insect,Sympycnus lineatus,,5,
Great Smoky Mountains National Park,Insect,Syntormon,,,
Great Smoky Mountains National Park,Insect,Systenus,,,
Great Smoky Mountains National Park,Insect,Tachytrechus indianus,,1,
Great Smoky Mountains National Park,Insect,Tachytrechus moechus,,,
Great Smoky Mountains National Park,Insect,Thinophilus,,,
Great Smoky Mountains National Park,Insect,Thrypticus,,3,
Great Smoky Mountains National Park,Insect,Thrypticus abdominalis,,,
Great Smoky Mountains National Park,Insect,Xanthochlorus helvinus,,,
Great Smoky Mountains National Park,Insect,Amiota,,,
Great Smoky Mountains National Park,Insect,Chymomyza amoena,,,
Great Smoky Mountains National Park,Insect,Drosophila,,,
Great Smoky Mountains National Park,Insect,Drosophila affinis,,,
Great Smoky Mountains National Park,Insect,Drosophila algonquin,,,
Great Smoky Mountains National Park,Insect,Drosophila athabasca,,,
Great Smoky Mountains National Park,Insect,Drosophila busckii,,,
Great Smoky Mountains National Park,Insect,Drosophila claytonae,,,
Great Smoky Mountains National Park,Insect,Drosophila colorata,,,
Great Smoky Mountains National Park,Insect,Drosophila dimidiata,,,
Great Smoky Mountains National Park,Insect,Drosophila duncani,,,
Great Smoky Mountains National Park,Insect,Drosophila falleni,,,
Great Smoky Mountains National Park,Insect,Drosophila funebris,,,
Great Smoky Mountains National Park,Insect,Drosophila guttifera,,,
Great Smoky Mountains National Park,Insect,Drosophila hydei,,,
Great Smoky Mountains National Park,Insect,Drosophila immigrans,,,
Great Smoky Mountains National Park,Insect,Drosophila macrospina,,,
Great Smoky Mountains National Park,Insect,Drosophila magnafumosa,,,
Great Smoky Mountains National Park,Insect,Drosophila melanica,,,
Great Smoky Mountains National Park,Insect,Drosophila melanogaster,Pomace Fly,,
Great Smoky Mountains National Park,Insect,Drosophila micromelanica,,,
Great Smoky Mountains National Park,Insect,Drosophila nigromelanica,,,
Great Smoky Mountains National Park,Insect,Drosophila ordinaria,,,
Great Smoky Mountains National Park,Insect,Drosophila putrida,,,
Great Smoky Mountains National Park,Insect,Drosophila quinaria,,,
Great Smoky Mountains National Park,Insect,Drosophila sigmoides,,,
Great Smoky Mountains National Park,Insect,Drosophila simulans,,,
Great Smoky Mountains National Park,Insect,Drosophila suzukii,,,
Great Smoky Mountains National Park,Insect,Drosophila testacea,,,
Great Smoky Mountains National Park,Insect,Drosophila texana,,,
Great Smoky Mountains National Park,Insect,Drosophila transversa,,,
Great Smoky Mountains National Park,Insect,Leucophenga maculosa,,,
Great Smoky Mountains National Park,Insect,Leucophenga varia,,,
Great Smoky Mountains National Park,Insect,Mycodrosophila claytonae,,,
Great Smoky Mountains National Park,Insect,Mycodrosophila dimidiata,,,
Great Smoky Mountains National Park,Insect,Scaptomyza,,,
Great Smoky Mountains National Park,Insect,Scaptomyza graminum,,,
Great Smoky Mountains National Park,Insect,Scaptomyza terminalis,,,
Great Smoky Mountains National Park,Insect,Dryomyza anilis,,,
Great Smoky Mountains National Park,Insect,Dryomyza decrepita,,,
Great Smoky Mountains National Park,Insect,Dryomyza simplex,,,
Great Smoky Mountains National Park,Insect,Brachystoma robertsonii,,,
Great Smoky Mountains National Park,Insect,Chelifera,Balloon Fly,,
Great Smoky Mountains National Park,Insect,Chelifera multidenta,,2,
Great Smoky Mountains National Park,Insect,Chelipoda,Dance Fly,,
Great Smoky Mountains National Park,Insect,Chelipoda contracta,,,
Great Smoky Mountains National Park,Insect,Chelipoda elongata,,1,
Great Smoky Mountains National Park,Insect,Chelipoda praestans,,,
Great Smoky Mountains National Park,Insect,Chelipoda sicaria,,,
Great Smoky Mountains National Park,Insect,Clinocera,Dance Fly,1,
Great Smoky Mountains National Park,Insect,Clinocera appalachia,,,
Great Smoky Mountains National Park,Insect,Clinocera conjuncta,,,
Great Smoky Mountains National Park,Insect,Clinocera fuscipennis,,1,
Great Smoky Mountains National Park,Insect,Clinocera lineata,,,
Great Smoky Mountains National Park,Insect,Clinocera maculata,,,
Great Smoky Mountains National Park,Insect,Clinocera sublineata,,,
Great Smoky Mountains National Park,Insect,Dolichocephala vockerothi,,,
Great Smoky Mountains National Park,Insect,Empididae,"Balloon Flies, Dance Flies",1,
Great Smoky Mountains National Park,Insect,Hemerodromia,Balloon Fly,3,
Great Smoky Mountains National Park,Insect,Hilara femorata,,2,
Great Smoky Mountains National Park,Insect,Neoplasta scapularis,,2,
Great Smoky Mountains National Park,Insect,Oreogeton,Dance Fly,,
Great Smoky Mountains National Park,Insect,Oreothalia rupestris,,,
Great Smoky Mountains National Park,Insect,Proclinopyga,,,
Great Smoky Mountains National Park,Insect,Rhamphomyia,,,
Great Smoky Mountains National Park,Insect,Rhamphomyia basalis,,2,
Great Smoky Mountains National Park,Insect,Rhamphomyia caesia,,,
Great Smoky Mountains National Park,Insect,Rhamphomyia montana,,,
Great Smoky Mountains National Park,Insect,Rhamphomyia umbrosa,,,
Great Smoky Mountains National Park,Insect,Roederiodes recurvatus,,,
Great Smoky Mountains National Park,Insect,Thanategia,,,
Great Smoky Mountains National Park,Insect,Trichoclinocera fumosa,,1,
Great Smoky Mountains National Park,Insect,Trichoclinocera hamifera,,1,
Great Smoky Mountains National Park,Insect,Axysta bradleyi,,,
Great Smoky Mountains National Park,Insect,Brachydeutera argentata,,2,
Great Smoky Mountains National Park,Insect,Discocerina brunneonitens,,,
Great Smoky Mountains National Park,Insect,Discocerina obscurella,,,
Great Smoky Mountains National Park,Insect,Discocerina parva,,,
Great Smoky Mountains National Park,Insect,Ditrichophora exigua,,,
Great Smoky Mountains National Park,Insect,Gastrops nebulosus,,1,
Great Smoky Mountains National Park,Insect,Hyadina albovenosa,,,
Great Smoky Mountains National Park,Insect,Hyadina binotata,,,
Great Smoky Mountains National Park,Insect,Hyadina furva,,,
Great Smoky Mountains National Park,Insect,Hydrellia formosa,,,
Great Smoky Mountains National Park,Insect,Hydrellia griseola,Smaller Rice Leafminer,,
Great Smoky Mountains National Park,Insect,Hydrellia ischiaca,,,
Great Smoky Mountains National Park,Insect,Hydrina debilis,,,
Great Smoky Mountains National Park,Insect,Hydrochasma,,,
Great Smoky Mountains National Park,Insect,Ilythea spilota,,,
Great Smoky Mountains National Park,Insect,Leptopsilopa atrimana,,,
Great Smoky Mountains National Park,Insect,Limnellia stenhammari,,,
Great Smoky Mountains National Park,Insect,Lytogaster excavata,,,
Great Smoky Mountains National Park,Insect,Nostima picta,,,
Great Smoky Mountains National Park,Insect,Nostima scutellaris,,,
Great Smoky Mountains National Park,Insect,Notiphila scalaris,,,
Great Smoky Mountains National Park,Insect,Ochthera tuberculata,,,
Great Smoky Mountains National Park,Insect,Paralimna punctipennis,,2,
Great Smoky Mountains National Park,Insect,Parydra,,,
Great Smoky Mountains National Park,Insect,Parydra abbreviata,,,
Great Smoky Mountains National Park,Insect,Parydra aquila,,,
Great Smoky Mountains National Park,Insect,Parydra breviceps,,,
Great Smoky Mountains National Park,Insect,Parydra pinguis,,,
Great Smoky Mountains National Park,Insect,Parydra quadrituberculata,,,
Great Smoky Mountains National Park,Insect,Parydra unituberculata,,,
Great Smoky Mountains National Park,Insect,Pelina canadensis,,,
Great Smoky Mountains National Park,Insect,Philygria debilis,,,
Great Smoky Mountains National Park,Insect,Polytrichophora orbitalis,,,
Great Smoky Mountains National Park,Insect,Psilopa dupla,,,
Great Smoky Mountains National Park,Insect,Ptilomyia parva,,,
Great Smoky Mountains National Park,Insect,Scatella picea,,,
Great Smoky Mountains National Park,Insect,Scatella quadrinotata,,,
Great Smoky Mountains National Park,Insect,Scatella stagnalis,,,
Great Smoky Mountains National Park,Insect,Scatophila variabilis,,,
Great Smoky Mountains National Park,Insect,Typopsilopa atra,,,
Great Smoky Mountains National Park,Insect,Zeros flavipes,,,
Great Smoky Mountains National Park,Insect,Fannia americana,,,
Great Smoky Mountains National Park,Insect,Fannia bifimbriata,,,
Great Smoky Mountains National Park,Insect,Fannia brevipalpis,,,
Great Smoky Mountains National Park,Insect,Fannia brooksi,,,
Great Smoky Mountains National Park,Insect,Fannia canicularis,Little House Fly,,
Great Smoky Mountains National Park,Insect,Fannia carbonaria,,,
Great Smoky Mountains National Park,Insect,Fannia ceringogaster,,,
Great Smoky Mountains National Park,Insect,Fannia corvina,,,
Great Smoky Mountains National Park,Insect,Fannia depressa,,,
Great Smoky Mountains National Park,Insect,Fannia fuscula,,,
Great Smoky Mountains National Park,Insect,Fannia immaculata,,,
Great Smoky Mountains National Park,Insect,Fannia melanura,,,
Great Smoky Mountains National Park,Insect,Fannia metallipennis,,,
Great Smoky Mountains National Park,Insect,Fannia penepretiosa,,,
Great Smoky Mountains National Park,Insect,Fannia postica,,,
Great Smoky Mountains National Park,Insect,Fannia rondanii,,,
Great Smoky Mountains National Park,Insect,Fannia scalaris,Latrine Fly,1,
Great Smoky Mountains National Park,Insect,Fannia serena,,,
Great Smoky Mountains National Park,Insect,Fannia sociella,,,
Great Smoky Mountains National Park,Insect,Fannia spathiophora,,,
Great Smoky Mountains National Park,Insect,Fannia subpellucens,,,
Great Smoky Mountains National Park,Insect,Fannia ungulata,,,
Great Smoky Mountains National Park,Insect,Piezura graminicola,,,
Great Smoky Mountains National Park,Insect,Amoebaleria,,,
Great Smoky Mountains National Park,Insect,Amoebaleria defessa,,7,
Great Smoky Mountains National Park,Insect,Amoebaleria sackeni,,,
Great Smoky Mountains National Park,Insect,Heleomyza,,,
Great Smoky Mountains National Park,Insect,Pseudoleria crassata,,,
Great Smoky Mountains National Park,Insect,Scoliocentra helvola,,,
Great Smoky Mountains National Park,Insect,Scoliocentra sackeni,,,
Great Smoky Mountains National Park,Insect,Suillia,,,
Great Smoky Mountains National Park,Insect,Suillia apicalis,,,
Great Smoky Mountains National Park,Insect,Suillia atricornis,,,
Great Smoky Mountains National Park,Insect,Suillia laevis,,,
Great Smoky Mountains National Park,Insect,Suillia longipennis,,,
Great Smoky Mountains National Park,Insect,Suillia plumata,,,
Great Smoky Mountains National Park,Insect,Suillia quinquepunctata,,,
Great Smoky Mountains National Park,Insect,Tephrochlamys,,,
Great Smoky Mountains National Park,Insect,Tephrochlamys rufiventris,,,
Great Smoky Mountains National Park,Insect,Icosta americana,,5,
Great Smoky Mountains National Park,Insect,Ornithoica vicina,,17,
Great Smoky Mountains National Park,Insect,Ornithomya anchineura,,41,
Great Smoky Mountains National Park,Insect,Ornithomya bequaerti,,8,
Great Smoky Mountains National Park,Insect,Ornithomyia bequaerti,,,
Great Smoky Mountains National Park,Insect,Ornithomyia fringillina,,,
Great Smoky Mountains National Park,Insect,Anthalia,,,
Great Smoky Mountains National Park,Insect,Bicellaria,,,
Great Smoky Mountains National Park,Insect,Drapetis,,,
Great Smoky Mountains National Park,Insect,Euhybus,,,
Great Smoky Mountains National Park,Insect,Euthyneura,,,
Great Smoky Mountains National Park,Insect,Hybos reversus,,2,
Great Smoky Mountains National Park,Insect,Hybos slossonae,,,
Great Smoky Mountains National Park,Insect,Leptopeza compta,,,
Great Smoky Mountains National Park,Insect,Leptopeza disparilis,,,
Great Smoky Mountains National Park,Insect,Leptopeza ruficollis,,,
Great Smoky Mountains National Park,Insect,Megagrapha,,,
Great Smoky Mountains National Park,Insect,Megagrapha pubescens,,,
Great Smoky Mountains National Park,Insect,Oedalea,,,
Great Smoky Mountains National Park,Insect,Platypalpus,,2,
Great Smoky Mountains National Park,Insect,Platypalpus harpiger,,,
Great Smoky Mountains National Park,Insect,Platypalpus mimus,,,
Great Smoky Mountains National Park,Insect,Syndyas,,,
Great Smoky Mountains National Park,Insect,Syndyas lustricola,,,
Great Smoky Mountains National Park,Insect,Syneches thoracicus,,,
Great Smoky Mountains National Park,Insect,Tachyempis,,,
Great Smoky Mountains National Park,Insect,Tachypeza,,,
Great Smoky Mountains National Park,Insect,Euceroplatus,,,
Great Smoky Mountains National Park,Insect,Keroplatus,,,
Great Smoky Mountains National Park,Insect,Macrocera,,,
Great Smoky Mountains National Park,Insect,Macrocera hyalipennis,,,
Great Smoky Mountains National Park,Insect,Orfelia,,,
Great Smoky Mountains National Park,Insect,Orfelia alexanderi,,,
Great Smoky Mountains National Park,Insect,Orfelia fultoni,,,
Great Smoky Mountains National Park,Insect,Paleoplatyura johnsoni,,,
Great Smoky Mountains National Park,Insect,Camptoprosopella,,,
Great Smoky Mountains National Park,Insect,Camptoprosopella inaequalis,,,
Great Smoky Mountains National Park,Insect,Homoneura disjuncta,,,
Great Smoky Mountains National Park,Insect,Homoneura fraterna,,,
Great Smoky Mountains National Park,Insect,Homoneura fuscibasis,,,
Great Smoky Mountains National Park,Insect,Homoneura houghii,,,
Great Smoky Mountains National Park,Insect,Homoneura incerta,,,
Great Smoky Mountains National Park,Insect,Homoneura lamellata,,,
Great Smoky Mountains National Park,Insect,Homoneura ornatipes,,,
Great Smoky Mountains National Park,Insect,Homoneura philadelphica,,,
Great Smoky Mountains National Park,Insect,Lauxania cylindricornis,,,
Great Smoky Mountains National Park,Insect,Lauxaniella,,,
Great Smoky Mountains National Park,Insect,Mallochomyza citreifrons,,,
Great Smoky Mountains National Park,Insect,Melanomyza,,,
Great Smoky Mountains National Park,Insect,Minettia lobata,,,
Great Smoky Mountains National Park,Insect,Minettia lupulina,,,
Great Smoky Mountains National Park,Insect,Minettia magna,,,
Great Smoky Mountains National Park,Insect,Minettia obscura,,,
Great Smoky Mountains National Park,Insect,Neogriphoneura sordida,,,
Great Smoky Mountains National Park,Insect,Oncodometopus umbrosa,,,
Great Smoky Mountains National Park,Insect,Poecilolycia,,,
Great Smoky Mountains National Park,Insect,Poecilolycia pictiventris,,,
Great Smoky Mountains National Park,Insect,Poecilolycia puncticeps,,,
Great Smoky Mountains National Park,Insect,Poecilolycia valida,,,
Great Smoky Mountains National Park,Insect,Poecilominettia ordinaria,,,
Great Smoky Mountains National Park,Insect,Poecilominettia puncticeps,,,
Great Smoky Mountains National Park,Insect,Poecilominettia valida,,,
Great Smoky Mountains National Park,Insect,Sapromyza,,,
Great Smoky Mountains National Park,Insect,Trisapromyza vittigera,,,
Great Smoky Mountains National Park,Insect,Xenochaetina muscaria,,,
Great Smoky Mountains National Park,Insect,Antocha (Antocha) obtusa,,,
Great Smoky Mountains National Park,Insect,Dicranomyia (Dicranomyia) distendens,Crane Fly,,
Great Smoky Mountains National Park,Insect,Limonia maculata,,2,
Great Smoky Mountains National Park,Insect,Pseudolimnophila (Pseudolimnophila) australina,Crane Fly,,
Great Smoky Mountains National Park,Insect,Dasiops,,,
Great Smoky Mountains National Park,Insect,Dasiops neospatiosus,,,
Great Smoky Mountains National Park,Insect,Earomyia,,,
Great Smoky Mountains National Park,Insect,Lonchaea,,,
Great Smoky Mountains National Park,Insect,Lonchaea caerulea,,,
Great Smoky Mountains National Park,Insect,Lonchaea polita,,1,
Great Smoky Mountains National Park,Insect,Lonchaeidae,"Lanceflies, Lonchaeid Flies",1,
Great Smoky Mountains National Park,Insect,Lonchoptera,Big-Headed Fly,,
Great Smoky Mountains National Park,Insect,Lonchoptera bifurcata,,13,
Great Smoky Mountains National Park,Insect,Lonchoptera uniseta,,,
Great Smoky Mountains National Park,Insect,Lygistorrhina sanctaecatharinae,,,
Great Smoky Mountains National Park,Insect,Calobatina geometra,,,
Great Smoky Mountains National Park,Insect,Compsobata univitta,,,
Great Smoky Mountains National Park,Insect,Rainieria antennaepes,,,
Great Smoky Mountains National Park,Insect,Taeniaptera trivittata,,,
Great Smoky Mountains National Park,Insect,Madiza cinerea,,,
Great Smoky Mountains National Park,Insect,Paramyia nitens,,,
Great Smoky Mountains National Park,Insect,Phyllomyza,,,
Great Smoky Mountains National Park,Insect,Azelia cilipes,,,
Great Smoky Mountains National Park,Insect,Azelia gibbera,,,
Great Smoky Mountains National Park,Insect,Brontaea delecta,,1,
Great Smoky Mountains National Park,Insect,Caricea alma,,,
Great Smoky Mountains National Park,Insect,Coenosia atrata,,,
Great Smoky Mountains National Park,Insect,Coenosia conforma,,,
Great Smoky Mountains National Park,Insect,Coenosia errans,,,
Great Smoky Mountains National Park,Insect,Coenosia frisoni,,,
Great Smoky Mountains National Park,Insect,Coenosia intacta,,,
Great Smoky Mountains National Park,Insect,Coenosia lata,,,
Great Smoky Mountains National Park,Insect,Coenosia nigritarsis,,,
Great Smoky Mountains National Park,Insect,Coenosia nivea,,,
Great Smoky Mountains National Park,Insect,Coenosia rufitibia,,,
Great Smoky Mountains National Park,Insect,Eudasyphora canadiana,,1,
Great Smoky Mountains National Park,Insect,Eudasyphora cyanicolor,,,
Great Smoky Mountains National Park,Insect,Habecnema,,,
Great Smoky Mountains National Park,Insect,Haematobia irritans,Horn Fly,3,
Great Smoky Mountains National Park,Insect,Haematobosca alcis,,,
Great Smoky Mountains National Park,Insect,Hebecnema umbratica,,,
Great Smoky Mountains National Park,Insect,Hebecnema vespertina,,,
Great Smoky Mountains National Park,Insect,Helina,,,
Great Smoky Mountains National Park,Insect,Helina johnsoni,,,
Great Smoky Mountains National Park,Insect,Helina laetifica,,,
Great Smoky Mountains National Park,Insect,Helina obscurinervis,,,
Great Smoky Mountains National Park,Insect,Helina rufisquama,,1,
Great Smoky Mountains National Park,Insect,Helina rufitibia,,,
Great Smoky Mountains National Park,Insect,Helina troene,,,
Great Smoky Mountains National Park,Insect,Hydrotaea armipes,,,
Great Smoky Mountains National Park,Insect,Hydrotaea houghi,,1,
Great Smoky Mountains National Park,Insect,Hydrotaea militaris,,,
Great Smoky Mountains National Park,Insect,Hydrotaea pilitibia,,,
Great Smoky Mountains National Park,Insect,Hydrotaea spinifemorata,,,
Great Smoky Mountains National Park,Insect,Idia aemula,Common Idia,23,
Great Smoky Mountains National Park,Insect,Idia rotundalis,,2,
Great Smoky Mountains National Park,Insect,Limnophora,,1,
Great Smoky Mountains National Park,Insect,Limnophora arcuata,,,
Great Smoky Mountains National Park,Insect,Limnophora narona,,,
Great Smoky Mountains National Park,Insect,Limnophora nigripes,,,
Great Smoky Mountains National Park,Insect,Lispe albitarsis,,,
Great Smoky Mountains National Park,Insect,Lispe sociabilis,,,
Great Smoky Mountains National Park,Insect,Mesembrina latreillii,,5,
Great Smoky Mountains National Park,Insect,Morellia micans,,,
Great Smoky Mountains National Park,Insect,Musca domestica,House Fly,3,
Great Smoky Mountains National Park,Insect,Muscina levida,,,
Great Smoky Mountains National Park,Insect,Muscina pascuorum,,2,
Great Smoky Mountains National Park,Insect,Muscina stabulans,False Stable Fly,,
Great Smoky Mountains National Park,Insect,Mydaea,,,
Great Smoky Mountains National Park,Insect,Mydaea affinis,,,
Great Smoky Mountains National Park,Insect,Mydaea brevipilosa,,,
Great Smoky Mountains National Park,Insect,Mydaea flavicornis,,,
Great Smoky Mountains National Park,Insect,Mydaea neglecta,,2,
Great Smoky Mountains National Park,Insect,Mydaea neobscura,,,
Great Smoky Mountains National Park,Insect,Mydaea nubila,,,
Great Smoky Mountains National Park,Insect,Mydaea obscurella,,,
Great Smoky Mountains National Park,Insect,Mydaea occidentalis,,,
Great Smoky Mountains National Park,Insect,Mydaea otiosa,,,
Great Smoky Mountains National Park,Insect,Mydaea palpalis,,,
Great Smoky Mountains National Park,Insect,Myospila meditabunda,,,
Great Smoky Mountains National Park,Insect,Neodexiopsis basalis,,,
Great Smoky Mountains National Park,Insect,Neodexiopsis calopyga,,,
Great Smoky Mountains National Park,Insect,Neodexiopsis major,,,
Great Smoky Mountains National Park,Insect,Neodexiopsis ovata,,,
Great Smoky Mountains National Park,Insect,Neomyia cornicina,,,
Great Smoky Mountains National Park,Insect,Palpibracus univittatus,,,
Great Smoky Mountains National Park,Insect,Pentacricia aldrichii,,,
Great Smoky Mountains National Park,Insect,Phaonia,,,
Great Smoky Mountains National Park,Insect,Phaonia aberrans,,1,
Great Smoky Mountains National Park,Insect,Phaonia apicata,,1,
Great Smoky Mountains National Park,Insect,Phaonia atlanis,,,
Great Smoky Mountains National Park,Insect,Phaonia bysia,,,
Great Smoky Mountains National Park,Insect,Phaonia cauta,,,
Great Smoky Mountains National Park,Insect,Phaonia curvipes,,,
Great Smoky Mountains National Park,Insect,Phaonia deleta,,,
Great Smoky Mountains National Park,Insect,Phaonia errans,,,
Great Smoky Mountains National Park,Insect,Phaonia flavitibia,,,
Great Smoky Mountains National Park,Insect,Phaonia fuscana,,,
Great Smoky Mountains National Park,Insect,Phaonia laticornis,,,
Great Smoky Mountains National Park,Insect,Phaonia serva,,,
Great Smoky Mountains National Park,Insect,Polietes orichalceoides,,,
Great Smoky Mountains National Park,Insect,Potamia,,,
Great Smoky Mountains National Park,Insect,Potamia marguerita,,,
Great Smoky Mountains National Park,Insect,Potamia scabra,,,
Great Smoky Mountains National Park,Insect,Schoenomyza chrysostoma,,,
Great Smoky Mountains National Park,Insect,Schoenomyza dorsalis,,,
Great Smoky Mountains National Park,Insect,Schoenomyza litorella,,,
Great Smoky Mountains National Park,Insect,Spilogona caroli,,,
Great Smoky Mountains National Park,Insect,Spilogona parvimaculata,,,
Great Smoky Mountains National Park,Insect,Spilogona torreyae,,,
Great Smoky Mountains National Park,Insect,Stomoxys calcitrans,Stable Fly,77,
Great Smoky Mountains National Park,Insect,Synthesiomyia nudiseta,,,
Great Smoky Mountains National Park,Insect,Thricops innocuus,,,
Great Smoky Mountains National Park,Insect,Thricops rufisquama,,,
Great Smoky Mountains National Park,Insect,Thricops rufisquamus,,,
Great Smoky Mountains National Park,Insect,Aglaomyia,,,
Great Smoky Mountains National Park,Insect,Allodiopsis,,,
Great Smoky Mountains National Park,Insect,Anaclileia,Fungus Gnat,,
Great Smoky Mountains National Park,Insect,Boletina,,,
Great Smoky Mountains National Park,Insect,Boletophila,,,
Great Smoky Mountains National Park,Insect,Brevicornu,,,
Great Smoky Mountains National Park,Insect,Cordyla,,,
Great Smoky Mountains National Park,Insect,Docosia dichroa,,,
Great Smoky Mountains National Park,Insect,Drepanocercus ensifer,,,
Great Smoky Mountains National Park,Insect,Dynatosoma fulvidum,,,
Great Smoky Mountains National Park,Insect,Dynatosoma placidum,,,
Great Smoky Mountains National Park,Insect,Dziedzickia,,,
Great Smoky Mountains National Park,Insect,Epicypta limnophila,,,
Great Smoky Mountains National Park,Insect,Exechia,,,
Great Smoky Mountains National Park,Insect,Exechia subfrigida,,,
Great Smoky Mountains National Park,Insect,Exechiopsis shawi,,,
Great Smoky Mountains National Park,Insect,Leia,,,
Great Smoky Mountains National Park,Insect,Leptomorphus,,,
Great Smoky Mountains National Park,Insect,Leptomorphus subcaeruleus,,,
Great Smoky Mountains National Park,Insect,Monoclona rufilatera,,,
Great Smoky Mountains National Park,Insect,Mycetophila,,,
Great Smoky Mountains National Park,Insect,Mycetophila alea,,,
Great Smoky Mountains National Park,Insect,Mycetophila caudata,,,
Great Smoky Mountains National Park,Insect,Mycetophila fisherae,,,
Great Smoky Mountains National Park,Insect,Mycetophila fungorum,,,
Great Smoky Mountains National Park,Insect,Mycetophila ichneumonea,,,
Great Smoky Mountains National Park,Insect,Mycetophila ocellus,,,
Great Smoky Mountains National Park,Insect,Mycomya,,,
Great Smoky Mountains National Park,Insect,Mycomya dentata,,,
Great Smoky Mountains National Park,Insect,Mycomya fimbriata,,,
Great Smoky Mountains National Park,Insect,Mycomya imitans,,,
Great Smoky Mountains National Park,Insect,Mycomya sphagnicola,,,
Great Smoky Mountains National Park,Insect,Mycomya triacantha,,,
Great Smoky Mountains National Park,Insect,Neuratelia insignifica,,,
Great Smoky Mountains National Park,Insect,Neuratelia scituloides,,,
Great Smoky Mountains National Park,Insect,Phronia,,,
Great Smoky Mountains National Park,Insect,Phthinia lobata,,,
Great Smoky Mountains National Park,Insect,Phthinia tanypus,,,
Great Smoky Mountains National Park,Insect,Polylepta,,,
Great Smoky Mountains National Park,Insect,Pseudobrachypeza bulbosa,Fungus Gnat,,
Great Smoky Mountains National Park,Insect,Rondaniella,,,
Great Smoky Mountains National Park,Insect,Rondaniella dimidiata,,,
Great Smoky Mountains National Park,Insect,Rymosia filipes,,,
Great Smoky Mountains National Park,Insect,Saigusaia cincta,,,
Great Smoky Mountains National Park,Insect,Sceptonia,,,
Great Smoky Mountains National Park,Insect,Synapha tibialis,,,
Great Smoky Mountains National Park,Insect,Zygomyia ornata,,,
Great Smoky Mountains National Park,Insect,Mydas clavatus,,,
Great Smoky Mountains National Park,Insect,Mydas tibialis,,,
Great Smoky Mountains National Park,Insect,Nymphomyia dolichopeza,,,
Great Smoky Mountains National Park,Insect,Odinia,,,
Great Smoky Mountains National Park,Insect,Traginops irroratus,,,
Great Smoky Mountains National Park,Insect,Cephenemyia phobifer,,1,
Great Smoky Mountains National Park,Insect,Cuterebra,,10,
Great Smoky Mountains National Park,Insect,Cuterebra buccata,,1,
Great Smoky Mountains National Park,Insect,Cuterebra fontinella,,15,
Great Smoky Mountains National Park,Insect,Hypoderma,,,
